2.38394;10;0;20;0;1.5
2.38394;10;0;20;0;4.5
2.38394;10;0;20;0;3
2.38394;10;0;0;0;1.5
2.38394;10;0;0;0;4.5
2.38394;10;0;0;0;3
2.38394;10;0;-40;0;1.5
2.38394;10;0;-40;0;4.5
2.38394;10;0;-40;0;3
2.38394;10;0;-20;0;1.5
2.38394;10;0;-20;0;4.5
2.38394;10;0;-20;0;3
2.38394;30;0;20;0;1.5
2.38394;30;0;20;0;4.5
2.38394;30;0;20;0;3
2.38394;30;0;0;0;1.5
2.38394;30;0;0;0;4.5
2.38394;30;0;0;0;3
2.38394;30;0;-40;0;1.5
2.38394;30;0;-40;0;4.5
2.38394;30;0;-40;0;3
2.38394;30;0;-20;0;1.5
2.38394;30;0;-20;0;4.5
2.38394;30;0;-20;0;3
2.38394;5;0;20;0;1.5
2.38394;5;0;20;0;4.5
2.38394;5;0;20;0;3
2.38394;5;0;0;0;1.5
2.38394;5;0;0;0;4.5
2.38394;5;0;0;0;3
2.38394;5;0;-40;0;1.5
2.38394;5;0;-40;0;4.5
2.38394;5;0;-40;0;3
2.38394;5;0;-20;0;1.5
2.38394;5;0;-20;0;4.5
2.38394;5;0;-20;0;3
2.38394;15;0;20;0;1.5
2.38394;15;0;20;0;4.5
2.38394;15;0;20;0;3
2.38394;15;0;0;0;1.5
2.38394;15;0;0;0;4.5
2.38394;15;0;0;0;3
2.38394;15;0;-40;0;1.5
2.38394;15;0;-40;0;4.5
2.38394;15;0;-40;0;3
2.38394;15;0;-20;0;1.5
2.38394;15;0;-20;0;4.5
2.38394;15;0;-20;0;3
2.38394;20;0;20;0;1.5
2.38394;20;0;20;0;4.5
2.38394;20;0;20;0;3
2.38394;20;0;0;0;1.5
2.38394;20;0;0;0;4.5
2.38394;20;0;0;0;3
2.38394;20;0;-40;0;1.5
2.38394;20;0;-40;0;4.5
2.38394;20;0;-40;0;3
2.38394;20;0;-20;0;1.5
2.38394;20;0;-20;0;4.5
2.38394;20;0;-20;0;3
2.38394;25;0;20;0;1.5
2.38394;25;0;20;0;4.5
2.38394;25;0;20;0;3
2.38394;25;0;0;0;1.5
2.38394;25;0;0;0;4.5
2.38394;25;0;0;0;3
2.38394;25;0;-40;0;1.5
2.38394;25;0;-40;0;4.5
2.38394;25;0;-40;0;3
2.38394;25;0;-20;0;1.5
2.38394;25;0;-20;0;4.5
2.38394;25;0;-20;0;3
0.0204552;10;0;20;0;1.5
0.0204552;10;0;20;0;4.5
0.0204552;10;0;20;0;3
0.0204552;10;0;0;0;1.5
0.0204552;10;0;0;0;4.5
0.0204552;10;0;0;0;3
0.0204552;10;0;-40;0;1.5
0.0204552;10;0;-40;0;4.5
0.0204552;10;0;-40;0;3
0.0204552;10;0;-20;0;1.5
0.0204552;10;0;-20;0;4.5
0.0204552;10;0;-20;0;3
0.0204552;30;0;20;0;1.5
0.0204552;30;0;20;0;4.5
0.0204552;30;0;20;0;3
0.0204552;30;0;0;0;1.5
0.0204552;30;0;0;0;4.5
0.0204552;30;0;0;0;3
0.0204552;30;0;-40;0;1.5
0.0204552;30;0;-40;0;4.5
0.0204552;30;0;-40;0;3
0.0204552;30;0;-20;0;1.5
0.0204552;30;0;-20;0;4.5
0.0204552;30;0;-20;0;3
0.0204552;5;0;20;0;1.5
0.0204552;5;0;20;0;4.5
